OP,A1,A2 
+,10462,11225
+,3587,16767
+,3742,16304
+,10927,3710
+,1488,12984
+,3753,16560
+,1310,1753
+,2240,19940
+,13217,9474
+,13884,11384
+,15831,12682
+,3236,2080
+,15711,1284
+,14571,14760
+,5811,5006
+,17464,2215
-,252,0
+,11509,19302
+,1528,19826
+,8027,12378
+,11050,19026
+,10090,10215
+,9400,8041
+,6489,10460
-,805,0
+,3102,2444
+,10620,3338
+,6378,14659
+,19663,7834
+,11357,7091
+,12367,4790
+,818,4659
+,16435,3338
+,4738,1146
+,16040,17948
+,1683,1410
+,11655,10349
+,17586,19133
+,13177,4882
+,6493,3298
+,1399,17845
+,1680,15667
+,2226,3399
+,5305,14974
+,10124,7905
+,12371,19910
+,7643,8251
+,6514,1991
+,6181,5781
+,2350,10895
+,11178,406
+,4995,9035
+,4723,12571
+,11887,17193
+,1783,1704
+,13973,19950
+,18333,19522
+,16473,7325
+,13442,7717
+,14414,17910
+,648,18978
+,7682,16173
+,6252,16628
+,9585,3459
+,15510,855
+,11734,18590
+,5056,2876
+,19566,16387
+,18406,5632
+,13311,15791
+,17217,431
+,8525,10241
+,1143,2304
+,18562,188
+,15534,7400
+,19124,7306
+,17189,14508
+,8006,10685
+,10085,2830
+,6561,10241
+,16173,19947
+,18990,14562
+,2085,4258
+,4677,12609
+,6648,14281
+,15994,19430
+,4565,9286
+,16865,15683
+,4313,2133
+,17692,19716
+,4838,14488
+,13994,2874
+,9164,5125
+,10702,3591
+,4073,14215
+,4077,9475
-,672,0
+,19155,8407
+,3466,9497
+,16844,2755
+,8491,19131
+,1584,7036
+,5864,13589
+,18247,13065
+,7914,1649
+,15508,7670
+,9738,8080
+,9933,10000
+,814,2697
+,19947,10583
+,12472,16649
+,15351,8452
+,18264,14422
-,833,0
+,15306,3060
+,3758,8979
+,11464,15903
-,136,0
+,6708,2354
+,3818,10867
+,10930,19423
+,6409,3270
+,7174,14293
+,12520,6163
+,18507,2337
+,15948,3114
+,20,2090
+,16438,7281
+,17283,6913
-,184,0
+,13926,9194
+,2242,9619
-,944,0
+,8872,1212
+,15443,8558
+,8127,7676
+,6508,8796
+,14288,8786
+,10630,2935
+,2005,18127
+,17103,15173
+,19142,7018
+,3632,2563
+,12258,11649
+,16328,11632
+,13061,8933
-,880,0
+,5255,8328
+,2237,13920
+,16995,13876
+,6468,19987
+,6448,8648
+,9820,15417
+,15563,6358
+,17216,6605
+,3601,12230
+,11776,4335
+,1713,13320
+,6698,13385
+,8883,19794
+,12984,2052
+,12997,15388
+,8692,5523
+,13447,15389
+,14702,12
+,11837,17366
+,8181,16598
+,15989,1354
+,8633,13822
+,13864,17038
+,16510,12392
+,12810,8576
+,15244,14971
+,10283,15020
+,1980,19381
+,15753,19122
+,3809,19628
+,19281,8072
+,460,10047
+,1910,758
+,8509,673
+,11414,7724
+,1151,19380
+,1559,18940
+,14785,12386
-,285,0
+,9480,320
+,14659,18234
+,877,9144
+,16754,11887
+,13951,9052
+,12412,19357
+,8917,19615
+,5355,13384
+,3842,11835
+,4518,4371
+,14381,2113
+,13605,2218
+,16387,3695
+,1954,6074
+,3907,16707
+,13009,4127
+,7324,11296
+,14511,12090
+,3763,11860
+,4397,12361
+,15133,5031
+,18499,4121
+,12455,4021
+,7216,2753
+,17298,827
+,9620,15663
+,1335,2886
+,2869,5107
+,5006,1372
+,5986,18642
+,4421,3030
+,16588,18862
-,945,0
+,6203,14746
+,13968,6183
+,3508,14685
+,18558,14441
+,15467,8624
+,3175,19599
+,6387,17833
+,12245,6756
+,5331,17701
+,6240,11246
+,12267,336
+,15214,16602
+,11675,16684
+,17689,17282
+,10398,16292
+,13310,896
+,1841,2291
+,14257,2053
+,1655,15282
+,5452,17666
+,16407,1453
+,6907,14874
+,2688,11234
+,2543,12523
+,18953,12736
+,15142,18788
+,16883,10603
+,8074,753
+,10433,11287
+,14446,1308
+,5416,16948
+,2518,16486
-,704,0
+,1080,8854
+,5934,13174
+,3735,4581
+,19723,9437
+,10008,8899
+,16377,6918
+,12713,14570
+,4899,16628
+,10469,12149
+,1913,1122
+,9014,5575
-,903,0
+,11294,3874
+,4582,8467
+,8134,17869
+,15073,2703
+,1149,2471
+,11880,13545
+,4529,18836
+,13703,18668
+,790,3882
+,10089,3871
+,5415,10510
+,4924,4202
+,7742,381
+,9072,6269
+,17970,13491
+,17831,18819
+,15298,7786
+,11085,1803
+,10236,7650
+,3351,10298
+,7913,10239
+,10505,1169
+,4998,13370
+,18605,12744
+,1368,16523
+,15027,3323
+,6672,6665
+,6866,10155
+,4930,8406
+,19640,16558
+,2506,1595
+,9348,4658
+,15414,7547
+,1981,18160
+,15368,3398
-,690,0
+,14120,9629
+,5753,3768
+,1058,15091
+,16716,5524
+,19395,10342
+,4179,13089
+,15930,9600
+,15674,1621
+,7058,19087
+,5594,3293
-,183,0
+,10375,11859
+,16661,19169
+,2671,8951
+,2267,9140
+,4752,13718
+,14142,13440
+,2403,2121
+,14614,8248
+,3931,14165
+,4989,12488
+,8699,5859
+,7162,17821
+,18845,17345
+,4641,18039
+,3182,3445
+,2152,3158
+,15156,15707
+,3685,15631
+,18144,10588
+,1172,9189
+,1663,3248
+,2643,2890
+,16598,4131
+,6093,11053
+,11560,5931
+,9955,11050
+,10670,3607
+,2333,7845
+,19126,5528
+,12889,13128
+,6236,13130
+,11076,15115
+,3011,2817
+,14062,294
+,15912,13323
+,4175,7614
+,19484,9297
+,3359,305
+,6795,1995
+,1607,1845
+,5206,12525
+,6176,13437
+,19315,11399
+,5902,5177
+,14463,105
+,10497,12473
+,5826,9143
+,12281,14877
+,10866,3435
+,4500,16117
+,5341,10568
+,4687,19488
+,2584,1285
+,78,10834
+,12359,544
+,18811,17461
+,15866,3782
+,2292,7767
+,2061,18144
+,6953,15106
+,14646,7999
+,9133,7183
+,5132,12603
+,9051,18590
+,17316,12342
+,9230,16025
+,8161,7304
+,4706,12595
+,5201,9199
+,16072,2862
+,13456,6957
+,3377,18537
+,16344,19521
+,876,1169
-,358,0
+,9684,12980
+,9924,10549
+,1496,7663
+,11458,7430
+,134,16608
+,8122,13659
+,4096,9624
+,5837,14344
+,19889,7540
+,6893,15310
+,6135,5812
+,879,16771
+,784,4046
+,8776,14616
+,16514,5097
+,8815,7361
+,19747,4601
+,16647,19937
+,15265,1711
+,1376,6861
-,752,0
+,6573,7440
+,7777,14177
+,440,19394
+,92,12028
+,9426,2890
+,2490,14008
+,17395,14980
+,7414,462
+,4977,10257
+,14087,17449
+,14013,4406
+,19670,10715
+,13555,12292
-,713,0
+,387,11467
+,19935,193
+,9852,4824
+,706,4146
+,15188,18385
+,1671,5677
+,6336,18569
+,3972,8772
+,4160,8363
+,4118,18173
+,168,13598
+,5952,2098
+,5777,18434
+,16816,8720
+,11857,3507
+,16459,17841
+,7466,13834
+,15967,12432
+,12456,13482
+,10931,14082
+,14865,17409
+,12814,692
+,1628,19326
+,9326,7597
+,13646,13180
+,810,4377
+,14815,11041
+,3552,16866
+,11619,10878
+,16792,13282
+,15393,3485
+,12524,9174
+,1287,1530
+,6382,17772
+,11279,15244
+,18849,5301
+,1563,1767
+,9454,3154
+,15444,9553
-,744,0
+,1911,2330
+,17502,17588
+,17385,9360
+,18709,13391
+,11851,9243
+,592,11999
+,13398,8549
+,13568,17696
+,16476,11402
+,2090,18425
+,4599,15174
+,973,1271
+,4548,15422
+,5207,10487
+,3441,4602
+,13401,16110
+,8768,1454
+,6933,1890
+,12046,3694
+,10315,1927
+,579,12966
+,11010,17298
-,525,0
+,10125,7380
+,4746,16510
+,11290,17729
+,14417,15771
+,16644,8751
+,6950,5941
+,17093,13263
+,13826,18051
+,7941,13955
+,7154,9964
+,17354,3982
+,13829,19941
+,5371,18908
+,6992,3876
+,15023,9816
-,386,0
+,9894,14149
+,9113,18638
+,11129,7349
+,17632,2393
+,18047,18031
+,15504,838
+,15160,8953
+,11322,8227
+,7470,18486
+,9952,2307
+,7015,3020
+,1323,9141
+,13533,11269
+,5744,8298
+,1599,11744
+,17638,11598
+,14253,14544
+,7724,352
+,6058,13976
+,1104,5358
+,17122,15328
+,3390,6759
-,74,0
+,13077,2066
+,5903,2537
-,898,0
+,11335,15871
+,13581,7495
+,7991,6583
+,3416,662
+,4789,10749
+,7040,8909
+,11669,5311
+,12440,17740
+,1253,16084
+,9372,9358
+,19515,15781
+,15689,13443
+,17023,7145
+,6111,15592
+,2666,18043
+,14828,1282
+,7073,8210
+,567,10935
+,19176,7296
+,7702,9835
+,4253,19629
+,19324,8221
-,104,0
+,17921,12265
+,11316,5273
+,3967,14968
+,19372,10852
+,7635,6825
+,15932,6329
+,18125,12525
+,5177,8101
+,10538,11474
+,2159,1334
+,5302,8856
+,6095,4750
+,7176,1148
+,4626,10807
+,5732,7007
+,5623,10447
+,8733,11964
+,14801,14937
+,15836,17961
+,5858,2122
+,6899,2227
+,35,3641
+,16216,1034
+,19837,3994
+,10511,17206
+,16225,12288
+,1734,11925
+,411,12467
+,9724,8836
+,5697,15658
+,6194,16883
+,4595,5999
+,10086,18719
+,4622,842
+,2500,7036
+,15043,16240
+,6396,15861
+,10394,7331
-,389,0
+,13867,12990
+,14759,8685
+,7721,12329
+,3617,17050
-,69,0
+,5453,12862
+,6728,9669
+,13733,9680
+,4302,7595
+,18639,10156
+,10461,12211
+,4829,2909
+,7842,2847
+,12180,977
+,5042,9601
+,3156,11657
+,17777,725
+,704,15429
+,4132,1156
+,16833,8948
+,16775,14682
+,19328,17220
+,12613,18593
+,15553,10156
-,608,0
+,16129,5120
+,4450,15146
+,2805,19329
+,9914,7369
-,18,0
+,19527,13764
+,14802,4268
+,13117,16076
-,387,0
+,19029,4821
+,18026,11802
+,1263,3844
-,600,0
+,12094,6089
+,18778,14002
+,7799,17755
+,533,11032
+,17263,4896
+,12361,14079
+,11208,19359
+,13982,14685
+,3186,15693
+,12591,6403
+,16562,14896
+,12667,15979
+,2739,5254
+,13937,13801
+,4372,16934
+,18014,10263
+,12531,18894
+,14897,4786
+,10510,4680
+,337,3602
+,15482,8505
+,9657,6045
+,6830,7761
+,541,11516
+,19944,17950
-,139,0
+,11204,15629
+,15349,18345
+,3605,13029
+,16980,12361
+,11676,13134
+,9178,10233
+,16260,12250
+,2145,19453
+,17149,16558
+,18091,3045
+,15762,17697
+,18788,14554
+,7620,12651
+,10101,10110
+,12292,3575
+,13942,13200
+,2185,12071
+,4779,12594
+,18326,1583
+,15267,15922
+,4875,10672
+,1634,3109
+,935,3005
+,13784,1582
+,11095,88
+,10022,2856
+,12514,4862
+,15385,19431
+,9446,5904
+,14552,16289
+,6886,13710
+,16835,19683
+,1238,8434
+,16902,3713
+,8369,19356
+,1093,6959
+,16904,16759
+,2925,16677
+,11587,876
+,4400,7037
+,5785,17228
+,16566,12554
+,809,1035
+,8941,4130
+,7183,19216
+,16317,3639
+,6963,17497
+,13281,7337
+,5190,6310
+,1068,17796
+,14604,13469
+,9346,10032
+,14209,13681
+,18067,13290
+,8990,13384
+,6562,7381
+,535,17687
+,1194,336
+,266,16783
+,12527,10697
+,7321,14265
+,15381,12652
+,13744,19613
+,18119,11357
+,8787,6922
+,5078,15432
+,6198,17177
+,505,11330
+,5049,6904
+,689,17191
+,8000,19258
+,13351,16675
+,17598,19649
+,13484,540
+,3077,8552
+,14204,6754
+,19421,490
+,2489,19485
+,317,6623
+,13054,12328
+,8250,3339
+,3703,11837
+,7221,8496
+,14787,11822
+,10645,4341
+,8041,15723
+,13542,8451
+,17643,4654
+,7835,14217
+,19343,1857
+,11638,5538
+,14146,18801
+,18289,17657
+,8174,6379
+,9590,15724
+,18498,12418
+,13067,12552
+,12950,6544
+,26,12187
+,16199,14256
+,18155,19474
+,18010,1619
+,2948,17477
+,2474,18612
+,1900,298
-,726,0
+,9613,3566
+,19985,7428
+,14618,1081
+,135,5312
+,10947,15875
+,18596,3870
+,6143,988
+,13231,17638
+,13536,12162
+,12251,6151
+,3014,8386
+,7438,18469
+,12787,1010
+,12544,7952
+,16170,9910
+,2697,17381
+,4691,14817
+,8710,11768
+,3577,17292
+,10337,8872
-,400,0
+,10585,2582
+,4849,15039
+,9522,6905
+,15302,12868
+,905,12889
+,16518,5679
+,15096,8318
+,10995,2356
+,12581,19280
+,11041,4023
-,373,0
+,15660,17371
+,3835,15281
+,13657,3644
+,11721,5889
+,2517,15326
+,12154,3985
+,6683,14320
+,3296,3114
+,4562,11120
+,10152,2839
+,6541,3461
-,843,0
+,720,10679
+,10413,11756
+,13424,3529
+,4210,11612
+,19016,4991
+,2522,11333
+,12773,16246
+,2079,14650
+,429,14572
+,18505,14423
+,8864,6828
+,16331,16139
+,14981,13324
+,13897,4733
+,3778,2216
+,12556,1938
+,14629,5175
+,18906,15457
+,15538,17793
+,5018,16214
+,16373,4720
+,5571,17103
+,4826,3570
+,14883,394
+,18541,12662
+,11341,10156
+,7674,14507
+,16847,3940
+,3130,5415
+,5389,18671
+,14861,15776
+,4886,15518
+,16858,6468
+,10042,2099
+,10906,2089
+,14401,12302
+,13175,14819
+,18076,19109
+,12588,12457
+,17910,2738
+,13331,11163
-,92,0
+,13128,1149
+,2930,13139
+,3413,364
+,3346,10960
+,14477,14589
+,6663,15768
+,3890,1795
+,11948,18186
+,14049,3789
+,5013,19184
+,3113,19948
+,17528,3945
+,11743,10979
+,19966,7287
+,4123,19226
-,481,0
+,3667,2960
+,1077,1775
+,2847,6136
+,11651,12992
+,16681,19947
+,15412,18214
+,15184,12401
+,7392,11962
+,13461,3202
+,13051,13894
+,16770,14841
+,12707,13357
+,2448,10339
+,12831,10789
-,527,0
+,14228,12365
+,17843,13392
+,11435,5105
+,2219,8684
+,8418,4428
+,7605,12565
+,1026,1103
+,9702,4208
+,4343,18781
+,5907,6015
+,18723,7989
+,14263,17916
+,5167,12815
+,14118,9388
+,4238,3237
+,13337,15558
+,17295,16052
+,12993,19342
+,14866,12443
+,9491,8296
+,5964,17971
+,9649,18711
+,2915,18339
+,9485,11499
+,361,7405
+,15555,5578
+,19687,1657
+,19954,7648
+,5099,9973
+,10227,12530
+,3024,10983
+,11312,6961
+,16026,13067
-,218,0
+,6543,11434
+,3678,17601
+,9048,6903
+,3482,286
+,8139,19780
+,14816,3779
+,9214,10235
+,1664,19175
+,1688,2142
+,14860,13745
+,9858,6573
+,708,5799
+,321,1312
-,870,0
+,16439,12038
+,14031,17176
+,7569,12976
+,15461,7166
+,16294,12527
+,12537,11741
+,13612,13055
+,14301,19769
+,12325,11569
+,13560,6740
+,4216,5459
+,5136,18583
+,2893,12448
+,16164,9867
+,12847,15223
+,15388,6772
+,17918,13473
+,13370,15761
+,8066,7086
+,10318,13160
+,14870,16167
+,15526,17748
+,1493,11214
+,6083,9022
+,19921,216
+,2634,7539
+,8385,9087
+,9388,13841
+,14133,7901
+,3239,18899
+,14486,15978
+,1232,10887
+,15611,9746
+,13369,9673
+,2871,14153
+,1285,13567
+,2036,6728
+,15539,19651
+,15942,9786
+,17922,12643
+,1806,14293
+,15501,18361
+,16908,6988
+,7973,2483
+,18927,1941
+,13806,4058
+,8149,19875
+,16640,2439
+,14110,8615
+,181,6563
+,4365,9771
+,19704,17443
+,8555,7702
+,3261,381
+,2428,18418
+,11515,2657
+,14170,15594
+,15083,433
+,8767,16441
+,14102,12112
-,84,0
+,9418,12285
+,19774,13698
+,1382,12111
+,6044,5052
+,15193,2313
+,18747,3096
+,16107,11445
+,14826,550
+,12259,10111
+,1777,11230
+,200,3079
+,8034,7729
+,4167,7861
+,10718,5248
+,16684,18743
+,7106,5767
+,6015,580
+,14685,5728
+,9800,13457
+,15137,5868
+,18298,1060
+,12583,12946
+,14711,704
+,18347,4194
+,957,11330
+,8035,13378
+,9270,11596
+,7920,2611
+,15006,10954
+,6250,3743
+,8004,13544
+,8043,19382
+,19570,19818
+,5408,2538
+,18910,202
-,195,0
+,920,6535
+,18611,6172
+,13969,5567
+,19767,17765
+,15497,14143
+,6337,14926
+,18120,2207
+,3879,11369
+,19182,17430
+,1897,16302
+,17250,17819
+,2881,13662
+,17435,15330
+,10221,14461
+,14656,74
+,17100,7153
+,1703,14881
+,16677,14682
+,2205,12794
+,12813,15927
+,7005,6712
+,2424,9873
+,14962,12143
+,13789,14099
+,9105,15924
+,12732,17542
-,176,0
+,8415,311
+,19055,11170
+,17893,3743
+,19605,8787
+,8832,12095
+,6720,14256
+,16615,7711
+,6175,16065
+,8409,9378
+,14727,11232
+,1771,7139
+,17782,13343
+,5156,9429
+,334,811
+,14255,12653
+,4042,1105
+,16218,6263
+,8349,15239
+,4472,19894
+,18138,15826
+,13622,947
+,13118,11069
+,11228,16557
+,215,12310
+,4368,11878
+,17267,11518
+,9607,4011
+,4547,10495
+,11410,9340
+,16367,19500
+,5769,15403
+,16709,8410
+,4545,9038
+,8903,18566
+,17007,1431
+,6955,6520
+,8920,2992
+,12063,17652
-,934,0
+,8827,1994
+,4114,12544
+,9758,2715
+,1669,3727
+,15640,4307
+,14194,18425
+,15721,6422
+,16007,327
+,15898,780
+,14148,2960
+,9679,6329
+,9314,16834
+,6584,19636
+,8762,10165
+,19937,12611
+,6032,8103
+,11535,13431
+,230,15318
+,12768,19527
+,8496,18909
+,599,18833
+,5809,7829
+,14135,2321
+,19477,15846
+,18491,5243
+,10916,6873
+,14202,12882
-,421,0
+,17716,4158
-,460,0
+,15622,4679
+,3474,10942
+,17457,7274
+,9942,8997
+,6532,718
+,5357,11801
+,18766,1696
+,5290,13679
+,17450,2938
+,16445,13766
+,4591,2610
+,7966,6978
+,15034,19206
+,15854,2409
+,16268,10464
+,9655,5412
+,13651,19544
+,16718,8531
+,8851,868
+,15845,6578
+,12737,15947
+,13920,15458
+,13078,7484
+,2759,1807
+,8658,9269
+,9672,741
+,4907,12152
+,14551,5800
+,10693,16964
+,2750,4070
+,9528,9849
+,14311,4216
+,1078,1191
+,2167,18814
+,4279,11801
+,7069,19187
+,12369,11649
+,12397,4764
+,8659,8558
+,17273,10387
+,10331,18236
+,1367,2140
+,980,2685
+,778,12492
+,2694,11439
+,6797,2379
+,11150,7763
+,5324,3917
+,5334,3720
+,8812,3625
+,12110,19268
-,914,0
+,17987,3863
+,11029,13660
+,18273,5308
+,16848,13991
+,969,18531
+,16117,1688
+,371,18775
+,18608,18520
+,13809,13416
+,5734,18498
+,4457,15050
+,8038,9493
+,19054,895
+,4613,5057
+,17816,10232
+,1101,4051
+,17687,17919
+,65,10745
+,19601,7078
+,4060,12193
+,3457,2264
+,2086,1653
+,3654,14758
+,19916,5866
+,8360,12684
-,970,0
+,6943,2868
-,308,0
-,174,0
+,850,8405
-,966,0
+,5538,2419
+,5870,11448
+,5515,3788
+,10324,11679
+,10219,19685
+,12966,13923
+,6608,15959
+,3333,13726
+,8680,213
+,5318,3153
+,19026,16717
+,13956,6020
+,18017,12527
+,14846,9872
+,3122,10890
+,18712,9243
+,17575,8542
+,2044,10292
+,7924,3035
+,18804,9954
+,9603,799
+,42,12174
+,6699,3492
+,4502,19598
+,7709,13881
+,3050,4708
+,14151,4101
+,19606,590
-,935,0
-,698,0
+,474,10343
+,19641,935
+,299,4800
+,16120,9622
+,2521,10834
+,11673,13010
+,2321,15730
+,11659,6276
+,2508,7635
+,11921,15165
+,1517,128
+,650,5464
+,11610,3547
+,8021,497
+,9267,12564
+,10782,11543
+,12506,1694
+,4894,1609
+,5150,7723
+,15575,19574
+,5310,10853
+,1919,14765
+,9146,706
+,13479,16312
+,15439,19379
+,15713,2075
+,11423,3528
+,6678,1419
+,19076,245
+,3783,57
+,5112,1950
-,891,0
+,8793,19506
+,18212,4844
+,10547,19210
+,813,7157
+,19811,15606
+,1963,12572
+,5873,8262
+,10988,2437
+,15735,6019
+,16531,18265
+,8899,4301
+,1384,14869
+,15382,17894
+,3215,14819
+,13719,8437
+,6819,2252
+,9064,13330
-,565,0
+,18549,14092
