OP,A1,A2,A3 
+,10983,8670,15133
+,17744,16440,17079
+,2883,7557,12804
+,7996,15935,15574
+,13218,12011,17169
+,17055,7759,5428
+,11858,6911,3463
+,14147,15643,18412
+,2397,10341,17884
+,12698,4738,17520
+,3459,15899,17238
+,16814,13559,15516
+,14781,19085,11899
+,1665,8560,6692
+,1200,12591,7658
+,3150,8527,6942
+,6476,15887,14963
+,17332,18252,9669
+,11985,12662,14538
+,17077,15288,7820
+,13135,7140,3152
+,13124,3850,1933
+,13281,13917,12725
+,19686,7068,17422
+,3266,4964,7795
+,15506,10629,5934
+,9793,18430,9670
+,3665,5257,13240
+,13535,19777,471
+,3994,12712,18389
+,9588,10676,5703
+,10678,14811,8688
+,6323,14757,3800
+,10111,6134,803
+,1521,13276,9772
+,19797,10990,6804
+,18710,3371,12058
+,6556,19110,8788
+,11798,13812,9306
+,6799,15581,16479
+,1927,16697,15244
+,1128,6567,3438
+,13417,14182,2043
+,17693,14139,8093
+,1693,1450,13856
+,7457,7322,8645
-,38,0,0
+,16174,16407,18231
+,18499,15766,2411
+,6469,9961,8964
+,15006,18593,4902
+,10027,15468,5414
+,19087,8077,19072
+,10496,5199,15884
+,15888,5866,5156
+,11182,16859,18343
+,19361,9249,19521
+,7106,6082,13280
+,4811,17399,11705
+,19547,18047,10257
+,2296,12222,155
+,11859,19810,19427
+,19216,3166,13808
+,10643,8089,13226
+,711,14353,1774
+,13359,6961,12819
+,7488,17059,8383
+,3256,12345,16418
+,1584,6364,11948
+,17575,15036,7310
+,3517,8155,7515
+,18849,13200,9852
+,7234,831,1653
+,3724,7078,14903
+,7141,7229,14406
+,9256,19499,4803
+,2666,15412,14818
+,4541,17656,13698
+,8890,1024,14127
+,3825,19497,17899
+,4911,2424,11537
+,16450,10849,14189
+,16343,15820,14250
+,2881,3551,11401
+,8075,12018,19127
+,205,4261,9505
+,813,18121,11024
+,8452,7195,12503
+,1020,15110,6309
-,508,0,0
+,8699,15611,966
+,3974,7943,1881
+,17629,3098,4857
+,11069,1406,3694
+,18913,16063,7376
+,120,4999,19745
+,1169,14891,6899
+,4924,17398,493
+,7879,15040,15576
+,1505,10063,6233
+,16295,14544,16518
+,14498,5296,12967
+,9854,15869,19383
+,2928,15416,15078
+,15166,508,9956
+,10989,8705,3021
+,2250,8945,15075
+,12800,6805,13793
+,16657,18222,17142
+,15616,5786,235
+,10430,10551,19177
-,348,0,0
+,2731,15485,6838
+,1607,4917,9657
+,10814,14546,6530
+,8897,10128,11834
+,9657,1515,10042
+,13920,4154,18624
+,3855,11110,8264
+,17171,325,18074
+,9440,3604,2597
+,19816,18677,16707
+,285,5624,19460
+,6033,10954,12419
-,100,0,0
+,14602,14211,4333
+,18232,17075,16967
+,14297,11134,970
+,19736,184,3541
+,17639,4849,4017
+,1432,17854,18815
+,19219,888,6876
+,7187,12199,12060
+,11443,9901,18314
+,13917,2681,18896
+,6912,4437,7268
+,4178,627,17824
+,7498,3101,5424
+,2935,9495,15968
+,15943,12187,17103
+,12156,13589,8733
+,14438,5898,7533
+,15940,11637,13730
+,329,8069,12535
+,12961,9334,2001
-,664,0,0
-,763,0,0
+,2242,6785,488
+,4419,19393,10854
+,4371,15146,935
+,6979,3379,19443
+,14666,15150,800
+,12364,15110,15148
+,6197,12386,8625
+,14788,1528,514
+,7203,4057,18926
+,18185,12579,16890
+,18763,14588,8802
+,4665,11718,11707
+,16277,16135,18363
+,9875,8237,3054
+,8021,12364,11688
+,13681,8655,3503
+,13623,13709,6668
+,19937,1087,15609
+,18952,12769,2765
+,3415,11059,16311
+,19168,8536,16538
+,15621,11166,19937
+,16587,841,3607
+,10055,6429,920
+,7592,19146,14937
+,7008,2222,2331
+,8894,10746,1143
+,16154,7644,16684
+,9770,11218,1024
+,7393,16551,13453
+,18359,13412,8304
+,7827,7433,717
-,186,0,0
+,570,6881,2142
+,18382,8211,15578
+,18814,12310,15089
+,13260,19890,10117
+,568,7040,5544
+,13219,1007,424
+,10219,3659,17962
+,9336,13924,18712
+,6384,13395,10343
+,17304,3220,3376
+,7998,4437,9444
+,9682,18679,1193
+,12821,7576,8181
-,280,0,0
+,11759,15026,1459
+,6330,19097,18915
+,16980,14772,7589
+,13263,15397,401
+,1026,2223,6860
+,1782,19062,17404
+,16863,9233,3059
+,6318,15613,14809
+,6353,11277,6770
+,15713,1411,5928
+,6560,7268,14314
+,6170,2037,13660
+,16811,9238,600
+,4985,1107,16768
+,19410,7974,18268
+,9269,3095,3318
+,13724,15988,8025
+,7304,18197,6883
+,12660,6932,10812
+,12109,7294,17357
+,4000,18520,12500
+,16901,77,10519
+,16335,6802,3113
+,6446,2366,7261
+,14154,15373,5160
+,11079,16846,19655
+,14003,18314,2333
+,13755,1405,9438
+,5520,2490,7423
+,15650,4413,4850
+,10203,10419,5965
-,453,0,0
+,18364,1426,16548
+,7267,14773,11753
+,15385,16955,4231
+,8610,4211,18529
+,1873,8088,2331
+,10345,1060,12614
+,9817,17748,11344
+,17316,19490,7343
+,4809,13614,9601
+,3189,19450,746
+,7230,150,8098
+,8932,10397,18336
+,14022,9429,7305
+,4781,2832,9143
+,19358,10392,16727
+,3069,9857,7478
+,1486,907,9454
+,13570,7466,9613
+,17118,8132,9951
+,4899,5423,5626
+,7134,18678,15570
+,6606,7766,19259
+,10082,7932,6583
+,10105,1724,8122
+,2607,1690,18630
-,45,0,0
+,17941,2647,6254
+,1229,3349,12631
+,3690,387,19446
+,15750,2396,13743
-,30,0,0
+,9667,11248,2389
+,10829,11501,1833
+,6174,9748,16014
+,11552,10802,601
+,8160,9779,6724
+,16118,9339,913
+,17079,3621,17782
+,11494,15754,14769
+,12171,13517,11565
+,19612,16184,326
+,5668,8833,4255
+,14699,2791,616
+,8763,17690,17229
+,10504,3814,13836
+,2680,19747,14798
+,18628,3573,15542
+,19545,8239,19936
-,881,0,0
+,7578,19077,16881
+,10549,1113,1023
+,2891,17972,5821
+,13294,12051,5861
+,17117,2654,12754
+,17810,3279,10766
-,48,0,0
+,11388,12152,13644
+,2869,13793,4294
-,655,0,0
+,10538,13740,2286
+,8998,8554,11872
+,11968,3524,13042
+,7432,17166,4631
+,4649,6425,15332
+,19585,11871,17892
+,5021,12475,14020
+,9495,10173,11885
+,11436,13237,12819
+,15264,15480,2971
+,756,2900,14377
+,7803,5359,15653
+,8069,1125,433
+,1352,6624,14586
+,15592,108,11248
+,7092,10878,9887
+,764,4951,10461
+,14221,14073,4078
+,16070,1199,5367
+,4283,1267,9208
+,3165,18251,1755
+,15875,9575,14218
+,7131,19907,2185
+,19367,3402,6039
+,16883,19810,11093
-,912,0,0
+,18368,5428,3048
+,12237,15411,8751
+,6085,13681,6618
+,5534,9938,1358
-,472,0,0
+,762,10066,5440
+,9624,9708,17199
-,51,0,0
+,6710,9642,17089
+,5681,16611,9733
+,12595,12431,10016
+,1357,6246,16277
+,11962,15791,12364
+,7910,13891,5497
+,5329,14181,19010
+,7591,18950,6601
+,1277,2308,13635
+,12887,10476,502
+,11706,17482,2967
+,11683,13205,17549
+,11263,7374,8878
+,5709,2148,2020
+,11924,6605,12820
+,10080,18027,2574
+,18288,3381,7944
-,887,0,0
+,11033,17247,10486
+,9416,11953,7227
+,17152,8557,8398
+,16736,812,17980
+,19825,1637,18690
+,4297,19593,15077
+,2185,12547,16777
+,8386,12144,9574
+,13506,18215,12018
+,10023,2822,8329
+,1157,14856,19761
+,16032,9468,8369
+,14907,8875,9524
+,7527,19595,1552
+,2281,4098,1873
+,4991,6632,7914
+,14375,5814,2013
+,18514,13566,6700
+,10167,12691,17853
+,3836,10403,9228
+,19573,1076,16570
+,15933,11859,1381
+,16133,5253,6210
-,566,0,0
+,10467,5545,5639
+,17994,14407,9832
+,8449,16754,11462
+,4354,10348,11305
+,1886,18311,15446
+,18544,9363,5035
+,10822,2351,16761
+,17221,9616,17062
+,12245,16485,855
+,17478,8267,18789
+,9554,15460,7150
+,12708,16707,7727
+,4172,6455,3012
+,15013,3195,17247
+,7132,1951,18454
+,2271,4166,13971
-,902,0,0
+,14040,12186,876
+,16027,495,3588
+,8605,3909,2391
+,18905,2455,3799
+,17836,13880,13304
+,13526,18092,10258
+,6952,2959,167
+,10249,19658,5923
+,1151,16469,17906
+,3374,6076,15458
+,2297,1857,18974
+,6995,10884,6517
+,14381,18191,16842
+,17396,3181,15918
-,515,0,0
+,4268,7480,5688
+,5493,2429,13551
+,18048,11772,15190
+,10032,1221,16826
+,2303,7350,8271
+,13635,11175,16356
+,10870,15087,14075
+,11912,5267,1725
+,2899,7623,17610
+,14633,18860,545
+,16161,14431,16362
+,17942,17440,5786
+,10351,17628,17984
+,8994,2360,16463
+,14045,2597,10576
+,16188,17527,15009
+,13748,17507,3370
+,11364,6223,270
+,16391,1941,7147
+,12706,13278,2095
+,19775,15041,11416
+,9647,2168,8171
+,2624,2039,17209
+,11975,15616,10340
+,2975,2192,1930
+,2090,6492,4068
+,15097,13770,1654
+,13303,10829,12435
-,867,0,0
+,9224,9024,19384
+,16215,8152,7964
+,18042,7340,12477
+,11415,19980,10598
+,19598,10005,11990
+,11442,2997,6022
+,13148,43,7506
+,4315,8797,14907
+,17041,11226,16589
+,12032,17134,16273
+,13098,5401,7828
+,18707,7138,10139
+,6480,7409,15428
+,15868,1312,17607
+,16243,13102,19071
+,3011,5310,646
+,5975,12690,4095
+,9013,7877,167
+,5112,5806,6010
+,2911,8252,15721
+,18706,2329,1611
+,11937,9647,1932
+,13212,9126,19668
+,18828,19340,1126
+,7057,17314,14811
+,9366,6362,18506
+,9479,5951,4166
+,14451,2842,3254
+,19388,599,7527
+,4135,10918,1936
+,19928,12980,5249
+,4975,14567,11167
+,5671,18586,7926
+,12026,12679,17005
+,13950,16260,4223
-,876,0,0
+,1047,10061,14887
+,17124,10498,19177
+,8415,9350,2955
+,14870,8862,1516
+,17682,10402,3342
+,1588,9600,5554
-,843,0,0
+,6122,1173,12609
+,919,3723,18493
+,11951,13542,11794
+,16949,7716,18504
+,17794,6844,14030
+,364,7674,4262
+,19944,5929,1532
+,13577,2780,18503
+,13875,6756,17549
+,5669,3478,12087
+,18958,4724,9832
+,17764,1931,5990
+,3874,17632,6580
+,4678,1668,6551
+,19035,17013,7322
-,630,0,0
+,17548,9629,7184
+,420,10766,9013
+,5513,2963,6987
+,14539,12614,15103
+,18591,6687,6723
+,13330,19259,18376
+,5246,15330,1387
+,12343,3142,17570
+,19849,10149,9700
+,9570,10571,10367
+,13721,15347,6978
+,19360,9110,11152
+,4804,19606,2830
+,6760,6068,10232
+,1789,5935,950
+,14141,3896,1046
+,2445,5267,15331
+,17928,18851,6542
+,8403,4414,19775
+,19763,2919,11539
+,16382,18433,12800
+,16636,1978,18197
+,127,19805,6534
+,10412,5533,64
+,19559,4421,4536
+,19921,19065,7299
+,10275,2919,1723
+,15993,11312,12428
+,5535,16715,6485
+,19980,11663,6389
+,5938,8453,18845
+,13723,19700,14107
+,5235,19635,12454
+,12259,5723,7155
+,15703,19644,1560
+,3168,6128,14331
+,5345,2765,14280
+,13545,8267,8176
+,7384,11633,8583
+,7029,16035,7885
-,631,0,0
+,11844,1391,10396
+,3887,8098,2600
+,663,2539,18128
+,17147,10329,13139
+,16106,9984,12146
+,1609,11608,17135
+,19810,6577,12064
+,10479,203,10573
+,5506,5949,13828
+,11661,12785,1891
+,10491,3229,5812
+,7780,7183,14925
+,475,8363,19657
-,473,0,0
+,15918,18848,13098
+,476,4129,12216
+,4336,18704,19994
+,2989,439,9155
+,15490,5051,5945
+,12202,10248,13128
+,9065,7853,4067
+,15042,18414,18975
+,5137,12402,5154
+,19228,6932,17525
+,10835,4600,17159
+,5205,19155,4649
+,8164,13868,5027
+,6053,17464,3167
+,10477,14177,18468
+,3457,744,17370
+,3017,8364,1796
+,18002,18585,10676
+,5573,14518,1801
+,18923,19166,18134
+,15449,18804,15017
+,10590,16817,12227
+,2301,19484,14180
+,9099,13001,981
+,13458,19088,16522
+,6652,10657,9637
+,19707,14678,12121
+,13530,8189,4582
-,16,0,0
+,11950,8906,14993
+,17270,16887,3865
+,105,6023,3061
+,5981,14757,6244
+,16715,18962,3400
+,6148,3496,16633
+,5652,6062,18169
+,15789,17701,12004
+,17137,1907,17707
+,6412,8542,18893
+,6448,2929,176
+,12916,10487,3364
+,10854,7996,9606
+,16525,19722,4946
+,2030,7980,743
+,3138,17912,1648
+,14942,3090,16933
+,10584,8971,18155
+,14600,9842,2145
+,14361,7322,6728
+,5676,4530,15436
+,8812,13882,19442
+,9243,15201,12674
+,11318,10593,514
-,644,0,0
+,325,6365,15195
+,15250,17916,18974
+,16100,5831,15990
+,931,17962,7411
+,18518,1332,12072
+,18437,1264,1767
+,3047,8407,15576
+,1563,846,15094
+,5042,15868,19016
+,3375,2151,15446
+,6021,15008,1959
+,4096,6962,2433
-,824,0,0
+,19482,11870,5663
-,632,0,0
+,8758,17787,3363
+,6475,13259,5984
+,11516,18695,244
+,7,5678,8543
+,14110,13267,2891
+,6291,2015,11704
+,5643,17796,729
+,13214,11116,19531
+,11228,2747,3899
+,10672,4861,13174
+,15127,5868,8486
+,19169,7646,8169
+,4076,16264,2850
+,7718,1509,4232
+,7788,1120,15444
+,18262,5837,1111
+,1520,188,195
+,3439,5263,233
+,18996,10157,14485
+,16319,5508,19165
+,19153,9984,12217
+,10878,15111,6708
+,4508,15164,8235
+,15746,5824,3753
+,1686,10128,12229
+,8469,19335,4071
+,2574,6982,12851
+,8527,1144,9846
+,12614,12458,2323
+,7698,4454,13049
+,12119,18611,17491
+,15518,1443,5748
+,14445,6132,8175
+,9432,16231,17346
+,5409,12822,5607
+,2703,9066,7773
+,8112,2371,19149
+,10926,6264,15314
-,916,0,0
+,4600,19273,5728
+,19593,9789,6415
+,4662,16235,1159
+,16326,15833,14248
+,10194,10737,18200
+,5614,43,5506
-,36,0,0
+,10509,8131,16012
+,9683,6247,2097
+,3947,6623,11804
+,18104,435,3843
+,11918,5095,19858
+,18094,4044,15358
+,17398,18101,19908
+,15392,19363,4141
+,13683,17633,9549
-,774,0,0
+,4196,11480,7246
+,4852,3342,11803
+,6338,17041,6389
+,5842,17315,7299
+,18132,19404,8373
+,7048,691,574
+,18309,18105,6810
+,4136,14587,6225
+,7887,16007,14700
+,15625,14175,13506
+,12495,14958,2501
+,28,6837,16638
+,19505,50,7090
+,7949,3548,17099
+,9998,7901,5498
+,19380,9106,6440
+,3274,10860,5966
+,7383,9330,2422
+,552,12158,18778
+,4368,15732,8664
+,16835,17408,18285
+,4518,17169,9667
+,784,5187,13033
+,13968,15590,14417
+,5928,404,172
+,7385,6478,9732
-,111,0,0
+,3772,14471,11083
+,7895,19779,10832
+,4850,4883,10747
+,265,6208,5581
+,6177,9769,12494
+,3502,17055,9908
+,12987,6051,4209
+,15049,2764,14763
+,13320,17893,12548
+,3637,12667,1352
+,4773,171,16014
+,11647,3190,17741
+,1035,1946,17783
+,18970,9236,336
+,10716,11196,16578
+,6280,3521,8304
+,141,2635,17620
+,16952,10560,10969
+,15165,4795,1698
+,2277,17004,13739
+,18899,15042,13561
+,3716,19457,2937
+,9314,8582,8194
+,7183,13202,5654
+,10434,15138,3086
+,14877,16487,10459
+,13830,15390,12636
+,18750,14179,18973
+,6643,14135,2140
+,3759,7616,19693
+,14202,3730,17201
+,10985,15907,12844
+,10569,15718,7039
+,9050,17486,1132
+,18934,14259,14381
+,7759,11175,8518
+,6198,345,1251
+,13543,10107,14765
+,9628,6697,7042
+,9051,9280,7239
+,11949,9608,11280
+,8585,18136,8893
+,15850,11860,11593
+,5584,16014,13773
+,4160,10634,597
+,12371,12868,247
+,453,19795,5400
+,6727,12420,2610
+,16879,8408,12516
+,4529,3301,13119
+,16521,15255,14255
+,6154,8049,8980
+,411,9043,17085
+,16274,4605,9457
+,17337,13078,4072
+,19056,11299,13291
-,695,0,0
+,1307,7737,15999
+,15371,5040,5502
+,2710,1851,12588
+,18993,1544,15344
+,15192,19625,3382
+,1124,4560,10550
+,17897,3627,9580
+,8006,19912,7763
+,18722,11188,17876
-,779,0,0
+,17599,2756,10475
+,3952,3352,2826
+,1802,5004,15045
+,4407,14850,8536
+,15223,15364,1950
+,9592,1434,17993
+,18169,14818,10815
+,7341,18875,4328
+,15117,3881,19955
+,6713,6538,15395
+,10406,1800,19428
+,14429,17322,4877
-,392,0,0
+,4106,2911,12552
+,909,17098,12373
+,16740,8541,15217
+,1543,7780,3332
-,261,0,0
+,13563,19915,1889
+,9918,10568,9299
+,8677,9464,5340
+,3215,12355,13242
+,18797,17698,18804
+,9217,13239,2174
+,51,15124,17541
+,7958,9218,673
+,9272,4222,15885
+,1847,19894,14121
+,4270,13752,8821
+,9329,15503,16703
+,10891,8347,10769
+,12569,566,2920
+,851,16729,2792
+,17865,1254,12437
+,19611,16006,12771
+,9028,10768,16788
+,1051,3549,6697
+,10431,12500,17256
+,6813,2894,11068
+,3260,8952,1189
+,8220,12668,10129
+,1053,6283,9773
+,8425,13621,9165
+,12464,840,17280
+,1458,9695,13295
+,18083,15209,2212
+,11193,18668,3555
+,5353,10524,18907
+,7942,4296,14306
+,16805,2712,12964
+,3159,19030,9186
+,15249,15540,13732
+,11652,6589,3235
+,15860,371,5598
+,9383,11754,11436
+,4200,12749,15336
+,12814,5260,14329
+,14139,3772,19953
+,8314,12419,3030
+,8614,3717,2633
+,13670,2989,17219
+,467,11632,6112
+,197,11820,14545
-,724,0,0
+,2455,1981,2021
+,3095,15880,18771
+,13816,10920,18509
+,11308,16646,15915
+,16428,8098,2352
+,3369,3939,12542
+,13327,2944,13474
+,12485,12774,15467
+,6875,1352,13256
+,14069,3940,3109
+,442,12640,9994
+,3728,7178,12108
+,14219,4452,9307
+,15099,1887,219
+,14717,9192,1468
+,15311,14465,16008
+,12471,10890,9738
+,17039,16006,19338
+,10313,2462,11828
+,13444,10436,10926
-,330,0,0
+,10038,2865,19281
+,19574,19433,2005
+,11363,1542,2363
+,1197,15380,16885
+,15852,5041,17907
+,6625,13250,14073
+,18507,10450,18658
+,14187,793,2084
+,8743,9778,14991
+,7647,3060,12680
+,3829,11860,5929
+,10116,12372,6711
+,17558,19762,5041
+,10346,7714,15873
+,3202,7239,11954
+,14449,18791,19834
+,2514,17232,9166
-,194,0,0
+,10341,9675,14819
+,7404,4515,6356
+,10066,18759,9246
+,9295,13692,7737
+,8467,9069,17632
+,18122,2057,17491
+,12829,16675,16450
+,9466,5841,1872
+,18320,17693,8399
+,11104,11577,4646
+,16686,4866,4291
+,1314,8378,2543
+,17763,5559,8175
+,6395,9590,14305
-,312,0,0
+,12293,15210,5834
+,13882,8960,3197
+,18936,6463,19837
+,16191,11035,6022
+,16518,10339,12135
+,15816,8339,10244
+,16714,12148,7191
+,17894,15905,15560
+,7642,5491,2071
+,17103,10657,2249
+,16287,8837,4946
+,15629,13586,14392
+,9029,15004,18014
+,3922,1020,19990
+,10848,9923,13061
+,11047,9311,11456
+,9580,10673,10782
+,4447,245,14292
+,5595,18664,10494
+,11610,2870,18729
+,4891,7348,17891
+,3890,3571,11280
+,9232,7427,6938
+,5161,17068,1044
+,7162,1100,11333
+,4962,19211,10827
+,3872,12384,9276
+,3006,15890,13727
+,3333,9149,5355
+,8759,13552,4801
+,14570,6583,5448
+,1640,18683,980
-,335,0,0
+,10059,14332,13440
+,1950,846,9738
+,4799,10290,7424
+,6714,6982,9556
+,1548,19147,19298
+,6233,3207,6375
+,18813,7838,15611
+,14823,14004,10316
+,3629,8697,7130
+,17646,3287,6708
-,81,0,0
+,13512,4441,15839
+,4881,18714,9019
+,13321,7727,19652
+,4723,13158,9758
+,8601,13402,2226
+,12541,11674,15451
+,8430,11897,4951
+,1298,4898,7937
+,19971,11946,5348
+,18848,5948,17004
+,15619,12822,76
+,5986,9902,8388
+,19238,15968,4506
+,18688,13370,12759
+,18379,1319,14553
+,2918,7180,10387
+,12008,16244,9903
+,7288,9963,18100
+,5699,4061,17002
+,5800,707,8476
+,14938,9382,10472
-,174,0,0
+,17312,6064,8460
+,11995,18258,6969
+,1813,12028,11088
+,9087,16297,3677
+,3373,8734,3206
+,6673,10247,10503
+,13272,18497,8965
+,823,822,16302
+,2237,17869,9285
+,1280,17132,5386
+,19860,9193,18351
+,3586,8274,9121
+,11967,8805,15093
+,1498,3691,4139
