OP,A1,A2,A3,A4,A5,A6 
+,1687,2684,6014,6844,9837,6681
+,3728,3436,8268,7466,6637,289
+,375,9885,1552,8068,580,1378
+,2508,8895,4906,3632,4425,9359
+,3675,5600,3609,1195,3350,2345
+,4823,9842,4397,3061,9919,729
-,490,0,0,0,0,0
+,2522,8514,2817,9509,7307,7970
+,4468,6054,392,375,2362,9075
+,162,8861,9167,4053,2136,3388
+,7451,5729,3236,8667,1699,7664
-,277,0,0,0,0,0
+,7204,814,5488,9879,7004,4073
+,5570,5721,2984,8872,5964,6139
+,5787,6276,9535,2804,6031,3727
+,931,8862,4173,1883,6596,4798
+,3152,5388,2923,2720,8931,1829
+,2003,9428,6448,3357,7031,2311
+,7309,1674,5800,3200,6752,6524
+,4219,535,779,2512,9028,3113
+,537,6963,6800,7853,550,551
+,5547,395,8986,7520,384,3251
+,1111,3492,6447,9965,735,4421
+,3016,2205,2461,7930,7396,6776
+,9174,4916,6345,4253,8111,8913
+,1839,3686,3194,8646,9294,2794
+,4481,5404,9111,7107,5999,8535
+,5217,7157,4804,854,9909,7096
+,9745,2865,8297,2981,6687,2878
+,4175,2209,4601,6007,6149,3427
+,7097,1935,477,9764,3265,3288
+,5113,811,6897,9233,6941,2496
+,9132,2462,4406,3915,2140,9002
+,560,7111,7329,912,6154,6288
+,1304,1171,989,3637,729,1175
+,31,2821,7816,541,2104,3800
+,1037,7841,2881,883,8225,4615
+,3859,984,2764,1904,338,1996
+,4104,3777,9572,3628,7833,1462
-,268,0,0,0,0,0
+,8626,3527,9199,885,6707,9112
-,183,0,0,0,0,0
-,380,0,0,0,0,0
+,5553,8989,5545,5204,9565,5674
+,9799,4753,7155,9848,1971,7141
+,8761,6748,5092,8374,8418,1624
+,7509,6507,1357,6473,2705,7241
+,1912,9329,2661,5566,8955,6261
+,9962,4227,2773,3869,7022,1689
+,9980,4041,9059,7812,6116,3618
+,4132,7611,9730,4089,8125,5406
+,9846,9956,6614,5478,6522,9873
+,793,56,7102,9299,8231,353
+,8370,6101,640,8000,4076,4582
-,463,0,0,0,0,0
+,5623,2048,7528,4366,4176,2183
+,5929,4782,7743,2401,1739,3913
+,1987,7007,2929,7252,5380,1998
+,2461,1935,6299,3996,185,2451
+,62,2745,5861,6264,9034,8384
+,8446,5184,6403,6886,642,4185
+,1709,4451,2300,3369,8201,7671
+,1492,2491,9212,6089,2363,2340
+,7530,6632,7857,1720,4847,3838
+,9738,1445,7655,1717,2722,902
-,333,0,0,0,0,0
+,8922,7714,2299,8008,9238,2243
+,4446,8644,2839,2241,4973,1411
-,440,0,0,0,0,0
+,4042,6043,2598,374,7319,8939
+,6079,6716,8591,9470,5719,252
+,235,1321,6250,2126,5159,1120
+,9790,5978,1109,4001,8797,1480
-,901,0,0,0,0,0
+,7950,2889,1915,9247,8120,3919
+,7441,1472,5717,9033,5268,1003
+,8327,8844,1442,7451,7241,1062
+,4094,8439,7875,2731,8307,4836
+,2126,4225,1935,1187,2652,7900
+,4188,1993,288,8139,484,1819
+,3262,1343,4397,4322,1076,4975
+,9408,8320,9954,4851,4306,643
+,2077,7884,7906,4261,3754,9152
+,7859,870,7763,445,3221,6513
+,5756,3157,1945,5189,9146,9372
+,7700,5605,127,5051,3973,6705
+,5244,3690,5187,4708,4233,5509
+,2493,3345,8699,5910,9236,4293
+,3075,4505,8804,9575,9789,4098
+,9803,9787,6605,359,3558,7866
+,7519,2627,1153,4399,6870,6939
+,40,4419,846,4711,556,2370
+,4023,6630,6928,3143,5170,7903
+,2693,3538,7343,8483,908,1043
+,2681,5043,9668,2974,703,7867
-,156,0,0,0,0,0
+,7039,3481,1405,548,226,600
+,6745,3359,5796,4871,9833,4549
+,7693,4005,8187,1474,2437,4369
+,5748,8628,4254,9697,2639,4994
+,4740,7327,8956,5118,9293,6951
+,2739,6138,8144,9746,5061,9415
+,9142,7089,3529,7718,340,3376
+,7354,1953,2482,6409,1602,7428
+,582,427,6,7154,4718,3946
+,999,9431,5734,3191,669,424
+,3173,128,8384,1808,6259,8049
+,5443,8155,9333,7535,7373,8842
-,461,0,0,0,0,0
+,2155,1370,3673,5574,5831,5406
+,5603,5003,7215,7078,3799,5328
+,2506,9923,8044,4364,9266,5340
-,107,0,0,0,0,0
+,6594,5563,8839,9331,8109,3550
+,7673,2391,768,3774,4127,3165
+,8196,2008,7132,3982,2557,2675
+,5112,6590,2845,1467,6745,9680
-,12,0,0,0,0,0
+,4438,7681,9588,4679,7633,4856
+,1211,3832,2640,1895,5050,9275
+,5118,326,4027,8892,4238,9460
+,9362,8904,673,4778,5624,6888
+,3743,5083,7584,3529,4048,1242
+,3318,4517,6102,9927,2478,1923
+,1437,7654,2850,8828,19,7334
+,3961,2423,2214,8690,5864,3367
+,1818,3192,347,4702,9059,4263
+,9755,8148,3257,1484,506,9807
+,6802,1418,7698,6975,143,593
+,1203,8938,7946,3703,5568,4294
+,795,6459,8389,895,5514,2009
+,1717,2775,9587,2846,7194,1626
+,9995,9424,6518,3931,3874,7453
+,5888,4001,7906,3120,939,5846
+,1468,2636,1086,130,9320,7258
-,194,0,0,0,0,0
+,7495,7618,7893,3382,2087,2911
+,1001,166,2386,2893,4545,4645
+,3275,9807,6996,3984,5585,8346
+,2266,509,7535,520,7282,6906
+,5802,5277,8676,3772,4697,6510
+,523,3353,2608,1889,1771,7573
+,5143,2445,9852,8328,4261,7414
-,63,0,0,0,0,0
+,6410,3632,5919,2726,2051,6749
+,2887,2976,2882,9013,1912,2763
+,4789,2557,7271,3180,6934,1062
+,2868,1431,7017,9655,4727,3935
+,7921,8139,6005,4358,9559,3412
+,3151,8332,2180,2786,3694,2593
+,6001,2028,996,8784,8837,7728
+,879,2886,1642,4610,2026,2038
+,5190,3731,2323,20,1791,8107
+,9678,7162,3864,5661,7110,8778
+,6623,6720,7853,9711,5302,8824
+,9428,9769,1463,7825,6073,8162
+,4116,2918,2158,5678,354,3999
+,4637,5070,5403,4043,6812,8424
+,1639,8365,4738,6110,4664,2062
+,4306,2397,7519,2323,5682,4802
+,9744,7480,1439,6152,8645,1328
+,5324,5792,6790,8170,4368,3408
+,7186,4144,2140,4013,6989,1688
+,1936,384,7947,1127,3001,8461
+,816,2816,5063,9069,297,4414
+,1840,729,6052,7468,1291,5170
+,8752,6069,9498,2510,9236,9189
+,9077,4903,6129,3694,3225,6249
+,29,1831,6214,7094,0,4933
+,739,3464,8023,3203,5463,6637
+,3490,2289,4493,4526,1414,8467
+,8077,6800,9514,6621,237,7235
+,1219,931,2041,3671,6245,2971
+,8806,452,3378,3677,1346,1915
+,4351,1789,1552,9146,2436,5627
+,6426,2364,6790,618,267,5474
+,6787,2317,6130,4683,8917,7734
+,3352,7935,129,4783,3254,5966
+,2294,8894,8847,4287,4497,4720
+,3570,7076,5860,8224,4817,3755
+,9063,8672,3427,393,4862,1634
+,464,5620,4688,1297,1898,4939
+,5222,1773,4028,6737,8424,4148
+,9068,5058,3057,5189,4813,6163
+,1965,7062,9026,5607,7658,4020
+,9366,9088,721,5442,4253,756
+,2729,9615,3974,8799,4703,507
+,5739,9830,6383,4648,9734,1647
+,9660,226,387,44,6517,7026
+,730,2435,493,5634,1915,5944
-,515,0,0,0,0,0
+,1835,8059,6655,3264,167,7783
+,4171,4618,3017,7578,7904,9334
+,7928,703,6739,8290,9521,7017
+,2149,6381,9249,5995,8079,5898
+,2429,4769,1744,1891,9238,8322
+,1263,1524,9472,4952,9597,9910
+,3210,1596,3520,1244,8678,3731
+,4009,8745,4821,9108,6080,3535
+,7687,2497,3174,9075,2453,2832
+,1808,1463,3232,7115,2602,2081
+,1917,565,1116,7930,1805,9884
+,4402,6213,7986,6698,3819,2190
+,8386,4317,637,5887,3322,5297
+,9138,5473,8705,2411,105,6925
+,7740,9780,3847,778,6176,7328
+,299,6855,4743,6650,7911,761
+,4849,7055,5069,6948,4875,2685
+,2061,7342,4168,1282,6972,8801
-,433,0,0,0,0,0
+,7819,3047,4105,7271,7368,3427
+,7556,3862,4997,6615,4175,7813
+,7627,4485,4701,3240,2143,6343
+,2097,5377,7875,6709,4810,7188
+,8130,6412,8598,9893,4996,9900
+,9654,6905,3111,9308,2198,5396
+,9535,7220,4776,5267,813,7703
+,8038,3338,1123,7015,44,872
+,5473,4618,204,9643,8302,3484
-,403,0,0,0,0,0
+,8732,9505,8106,4172,1853,9625
+,5761,7001,6331,4320,5063,624
+,1529,6941,5337,2416,9413,3452
-,671,0,0,0,0,0
+,7568,7066,7837,6841,9199,4260
+,6050,1952,2530,6778,9961,7276
+,1412,6440,1083,8782,1953,4246
+,3849,7678,656,1405,8309,1267
+,3163,876,470,6184,2793,7872
+,1145,1272,7215,7913,2710,7943
+,571,1234,6136,6521,2552,830
+,6109,919,2532,4028,7017,5035
+,2070,4543,5897,7516,8271,7051
+,1313,4676,8065,9797,1249,4548
+,2699,912,606,9683,575,7538
+,8842,6692,215,3881,7537,8400
+,3215,8839,8874,1990,2463,6936
-,481,0,0,0,0,0
+,4982,7899,2973,8798,4476,1616
-,364,0,0,0,0,0
+,1466,8326,4343,5848,1818,3163
+,1754,1996,2953,270,6286,8044
-,838,0,0,0,0,0
+,4646,2716,486,7723,9159,9926
+,6078,3516,6013,5953,6660,2964
+,1183,4843,3422,550,9331,5890
+,5714,4116,8409,1786,4686,5595
+,1452,1742,7005,4805,4247,6987
+,1471,6719,7831,4112,3855,9787
+,8416,8366,280,5999,2743,3395
+,9747,670,5777,3770,1113,8294
+,4881,7078,4891,4656,9866,2303
+,4455,7539,745,4820,8024,376
+,1631,4100,5696,4800,7308,3685
+,147,3650,5399,1851,5751,3246
+,6224,6833,5758,7295,8459,7976
+,6340,5988,6480,1016,3392,1395
+,6803,9218,8816,8813,3267,2638
+,569,1695,3918,1719,1890,9764
-,87,0,0,0,0,0
+,5820,8842,3409,7287,1405,2044
+,3148,7239,1798,2922,7614,6798
+,5875,3423,2511,3493,9559,1305
+,4371,1554,2340,789,7034,4201
+,715,4690,7616,577,4655,6231
+,9926,7267,4629,3349,3839,8762
+,5413,8104,1960,1983,212,4078
+,3571,6698,1345,2713,2089,7089
+,9694,8209,7445,3228,1628,134
+,411,9798,1346,3297,6151,7718
+,8426,7076,1112,3715,3620,3267
+,3138,9426,163,9141,33,954
+,8521,2142,2329,1477,3698,297
+,9881,2254,8101,990,3638,5404
+,8592,5321,8926,4713,645,6626
+,6522,1934,6854,2190,8634,7458
+,1260,6789,4483,12,3940,7583
+,7721,4511,9495,3293,5452,4071
+,998,6135,1471,4361,2168,876
+,2117,5217,2224,7611,2210,5145
+,3740,623,8404,3985,2747,5021
+,9536,2267,7597,4944,5080,9639
+,8033,507,9883,6609,4706,877
+,9190,162,103,4954,7444,4600
+,8374,8755,2011,3006,2816,6147
-,545,0,0,0,0,0
+,2982,633,452,9450,4439,2251
+,6463,2505,9653,6798,7450,9822
+,2870,4154,9338,8010,7211,8399
+,2148,7199,9914,6694,6276,9272
+,3876,3889,2181,3303,4022,8394
+,409,5128,9526,2830,9161,8731
+,5061,6164,4886,2480,9792,3067
+,2288,6120,1227,9450,8576,6612
+,2808,9802,8443,525,2811,4422
+,7145,2364,3236,8795,4565,8878
+,6604,8923,6808,7840,5799,8810
-,49,0,0,0,0,0
+,248,7703,8430,6447,8146,414
+,876,8119,749,2621,2816,6647
+,831,8909,545,148,9920,3048
+,5951,5549,5281,4317,4106,8395
+,1683,7694,2372,9467,7892,3468
+,4698,4620,2701,9248,7339,8626
+,3625,3313,6680,3333,7933,9985
+,355,902,4480,9919,4064,7575
+,7649,4434,3898,4619,5059,9731
+,2286,9504,3938,2529,6250,3632
+,234,1253,1874,2411,5288,2736
+,2945,787,4903,6844,6985,7286
+,8587,180,4403,26,7621,9569
+,6651,6196,3611,4938,7586,7808
+,1802,5013,2025,5363,1140,6696
+,3091,1045,9285,5322,3348,8138
+,8933,5677,9135,465,7912,6433
+,9141,5406,2691,7620,6356,3398
+,9507,1644,400,4633,4654,4013
+,8420,1634,6922,5748,260,5560
+,7161,5109,2179,2148,5107,4762
+,5918,4879,1259,9302,9935,8180
+,5086,4630,1380,6173,6553,6475
+,9984,1923,4076,9083,1672,6299
+,8976,1457,885,8275,7075,3898
+,1852,9565,2853,3006,7964,9502
+,1540,4047,1967,1551,9867,3351
-,326,0,0,0,0,0
-,57,0,0,0,0,0
+,321,7866,9140,9487,5643,8150
+,5082,2530,7430,210,8763,7038
-,467,0,0,0,0,0
-,393,0,0,0,0,0
+,4358,4875,812,1209,8823,7592
+,8498,5879,8676,9985,3060,2813
+,2400,5,6001,9519,5708,6977
+,8813,3428,6830,9628,6119,529
+,6785,2302,7070,7547,3841,2130
+,4745,5290,9208,9149,590,8598
+,868,9596,2930,3309,9600,4778
+,8424,5399,4729,7939,4173,656
+,3411,9431,5150,4024,2115,1706
+,5062,2611,2816,884,2077,8253
+,3995,1398,9278,1643,5032,4492
+,7610,9521,6244,9918,7158,1668
+,5791,5629,5428,1263,9741,5127
+,6759,432,9288,8184,5967,1882
+,2043,8292,2671,7231,2364,169
+,3179,1115,3336,575,3791,9311
+,6956,6965,3172,2901,2916,2867
+,4963,7167,2624,5217,5187,4628
+,8010,2904,5791,382,4129,2399
+,1205,5581,2983,8131,7074,9587
+,6483,4920,9403,206,1612,6182
+,5839,7256,6023,9204,6990,4015
+,9413,9416,4644,5809,3028,2948
+,1329,2526,6393,4079,6477,3206
+,7055,613,3499,5082,9262,3061
+,2725,4172,9049,475,3613,8289
+,5034,5116,9288,188,496,2870
+,1859,3118,3807,9408,7311,6362
+,3875,4928,7500,5778,1424,7472
+,8676,4924,7396,9605,1033,3718
+,4833,1764,1326,2819,4074,2122
+,3963,2336,9967,8503,917,7753
+,9695,6273,1294,1777,5628,7294
+,9197,6132,6235,2090,6667,8347
+,2909,5021,1442,1292,9103,9350
+,7751,2891,7169,9126,8008,5934
+,4962,3139,2353,5569,408,8064
+,2049,9612,2193,2318,3764,8069
+,6692,555,4387,1787,7828,1104
+,7214,9196,6306,1110,3022,9260
+,7825,6378,7048,1785,4787,2281
-,687,0,0,0,0,0
+,4278,5170,5492,377,7111,7512
+,1606,2457,1243,7535,485,5558
+,7746,1624,1047,1518,2094,695
-,767,0,0,0,0,0
+,7637,8944,8306,2845,3720,964
+,7644,2421,7175,3020,5929,6801
+,7775,1139,873,9277,9488,9708
-,237,0,0,0,0,0
+,7123,5448,5027,5444,5693,3086
+,2214,7406,1479,2145,822,5799
+,2022,185,3815,9120,9401,2443
+,8553,7316,3732,9031,7666,5644
+,8870,6566,5499,230,6361,751
+,2028,7316,854,761,5823,959
+,6837,4090,8119,5791,6460,9842
+,2401,2463,733,3531,7236,408
-,270,0,0,0,0,0
+,6253,7721,1518,7868,2475,3560
+,9939,4262,1403,3744,7105,5271
+,5209,8034,9038,4330,6591,5641
+,6731,6397,3658,7000,9810,9205
+,4434,5229,2369,7543,466,5623
+,8067,9995,1045,8629,1275,977
+,3046,183,3048,4445,48,3114
+,2091,7670,1940,8721,4563,3564
-,51,0,0,0,0,0
+,2330,9447,1701,9220,2568,8889
+,8913,2393,5191,3157,4463,3518
-,678,0,0,0,0,0
+,5743,6046,5735,567,4750,9474
+,7860,1565,3927,1123,5119,1213
+,1112,9564,2984,9479,6203,6809
+,3943,1683,5985,656,8200,8297
+,1939,9074,2848,2466,6079,414
+,594,9000,5612,9284,8671,7579
+,8861,1773,3254,4489,5571,8675
+,3374,5602,5376,7739,7146,9951
+,8921,2754,9029,2273,4458,7926
+,7619,4085,7759,7919,2441,9291
+,8875,1640,5734,2800,1217,3168
+,6726,7251,6145,1057,1049,2366
+,6290,6262,6134,8283,354,8326
+,1566,3122,4041,9651,7135,4513
+,108,2732,8712,5491,1231,7411
+,2402,1076,7596,1845,6082,6063
+,4756,3224,7731,653,4548,5568
+,6532,3928,4157,7031,5579,7816
+,3561,561,5771,2959,1452,6357
+,3942,9352,4712,269,9514,3192
+,1736,7028,7172,3235,361,1011
+,8800,603,5760,952,2728,2589
+,5906,9099,7984,2201,1330,4168
+,1959,5960,4314,1359,5135,5476
-,928,0,0,0,0,0
+,3987,555,3742,253,9060,5162
+,8400,3707,4831,2026,720,1143
+,7922,3690,3133,7883,8981,1724
+,7635,9171,9935,7485,9706,443
+,9681,860,1630,3134,7244,4656
+,2781,2317,2934,8161,4602,1796
-,690,0,0,0,0,0
+,2644,4989,4030,8303,4255,4572
+,986,6557,6749,8956,1283,7804
+,9655,6375,2230,5632,1016,8886
+,766,7864,6943,8711,9393,6469
+,7874,4057,3858,7520,2776,1960
+,8905,8148,4146,9689,7850,4083
+,6538,4060,4246,2246,2064,920
+,1695,9220,2056,438,9440,5167
+,9004,8275,2782,4254,1585,8843
+,2178,4333,8008,9103,4731,6228
+,8514,1793,8668,6352,8444,5069
+,9347,2327,9800,1962,3459,5547
+,5080,9065,4781,9654,1437,4555
+,2791,6657,2362,8767,5667,827
+,8917,4721,9187,5026,5174,3476
+,2430,6634,6173,5392,5537,6165
+,6315,9846,7473,8158,4485,1015
+,6120,8702,6895,4263,5020,7147
+,665,8629,3123,9124,5829,4557
+,4017,67,2587,1592,1253,3018
+,7366,922,373,6272,385,9468
+,273,4853,7115,8972,6129,2336
-,528,0,0,0,0,0
+,8977,1261,8912,9525,1333,3358
+,8511,4903,4930,5130,6194,3665
+,9804,3818,104,4279,8456,5797
+,1067,8272,3920,9987,491,2145
+,6660,8159,2472,4164,9654,6532
+,2876,4214,3424,3890,8277,5993
+,8366,3440,9435,7055,6893,7630
+,7682,759,7005,1047,695,8727
+,5189,5337,6868,476,1415,9939
+,6560,2444,1771,2772,5543,5732
+,684,9775,3266,737,3489,479
+,5562,8971,3614,3449,9141,9192
+,7382,8942,6532,4893,4033,7456
+,7088,2235,6004,7352,3294,6583
-,851,0,0,0,0,0
+,4616,3179,606,3570,8470,4498
+,388,4378,6877,7350,1983,2825
+,2639,235,2358,1729,1807,7037
+,1555,3453,377,3226,4372,7846
-,212,0,0,0,0,0
+,3142,2473,5141,4422,8049,4861
+,2050,937,4218,7105,8987,8801
+,4576,2207,9418,5299,6240,7664
+,9140,5629,922,5908,5538,5396
+,7237,8123,6265,6266,7484,1215
+,6643,6619,4360,1517,289,1781
+,551,5416,1880,2235,9281,9986
+,9742,5079,2468,8212,9354,5379
+,1553,7609,2409,6951,6816,130
+,6233,6275,5742,2679,2978,4092
+,7730,6647,7961,7525,5514,3546
+,3824,8059,7818,7763,2457,1311
+,4454,3090,3572,7047,7971,519
+,8405,1790,2914,674,3121,938
+,6706,3509,7449,257,4341,9975
+,7910,2196,324,6293,7468,6840
+,2128,2940,4402,5773,147,8707
+,394,594,8680,9638,5832,9994
+,353,1927,7040,4836,9138,8851
+,5369,603,9788,7206,780,5395
+,732,5924,5570,408,8899,3781
+,5614,3029,8814,7609,7592,1646
+,7132,1938,6307,4363,6515,9847
+,341,1397,3183,3829,1210,7643
+,5793,627,1608,5093,2818,233
+,2799,9725,6848,2323,4798,5689
+,707,3855,5439,59,694,1333
+,7588,9065,9623,6030,1850,7475
+,1351,6554,2375,3590,6988,208
+,1117,2452,3596,6370,2455,1364
+,8024,9927,2860,4698,8406,1870
+,9582,1652,6403,6087,4545,9068
+,8919,695,5264,3901,4673,9965
+,1950,3472,7660,5085,4368,7264
+,5581,7639,3268,4079,3540,7651
+,8029,6706,5029,36,8907,6917
+,9373,7714,5652,484,6077,9851
-,738,0,0,0,0,0
+,519,4417,2601,9963,4510,5611
+,2883,6711,5730,4430,2441,721
+,6811,3542,7025,5408,4100,5645
+,776,8297,6085,3041,9884,9669
+,5657,1724,7332,7908,5731,2985
+,2782,5342,4932,7840,8384,6593
+,8814,607,5369,4173,9199,4706
+,2797,8911,7929,8864,4195,5051
+,3756,8629,827,8705,4159,4050
+,6144,9887,8090,4277,5378,5569
+,8773,51,2113,5584,784,2644
+,8981,8439,4179,4147,6992,1148
+,529,5439,1236,9959,4132,1514
+,4086,4901,1929,5775,3243,1367
+,4957,7771,5697,8875,7189,9885
+,7390,7278,3132,1602,8385,4945
-,830,0,0,0,0,0
+,7672,9131,972,7920,7054,2022
-,537,0,0,0,0,0
+,325,9572,9709,3515,526,9733
-,329,0,0,0,0,0
+,9086,8110,8025,5007,6114,3214
+,5635,1117,8106,8555,6528,977
+,7228,72,6651,3321,4953,4367
+,8691,218,3507,8396,3095,2935
+,5142,1934,4712,6997,1096,4647
+,3937,6161,9678,2670,680,7458
+,4851,641,6622,5231,5204,8258
+,9521,2246,135,8465,9849,1419
-,661,0,0,0,0,0
+,5672,3457,1282,2038,8442,8465
+,6448,9520,9821,2738,9017,2320
+,2357,271,3567,2188,5477,7250
-,994,0,0,0,0,0
+,7668,3339,8165,4270,766,2783
+,8523,9324,3507,7598,9918,3067
+,1690,5337,8239,3391,7296,2582
+,5604,5139,1848,5328,4527,5341
+,153,5268,1201,1378,898,2283
+,6834,4945,4039,3369,8431,7166
-,238,0,0,0,0,0
+,5259,1014,4715,2199,5425,3252
+,9961,4160,1504,5502,7135,1599
+,7258,35,2093,6986,9445,2969
+,5339,5237,535,398,1862,5099
+,9071,1454,5333,778,5931,2225
+,6770,6235,187,1374,1152,2166
+,2543,7913,5065,872,3513,1154
+,468,8334,8982,6905,5993,3486
+,6169,1819,2122,6506,4202,2343
+,5747,1644,8276,726,2784,6649
+,5892,3880,9162,7419,8535,5641
+,1038,4573,6405,2746,6086,731
+,6768,3770,4704,920,4925,4856
-,667,0,0,0,0,0
+,4283,2662,679,2744,4169,8137
+,5275,3479,3343,147,7413,2246
-,266,0,0,0,0,0
+,3982,8998,9354,7961,5491,1462
+,7639,5006,2588,417,6986,4509
+,9539,6987,2445,1501,6571,6504
+,8743,6503,8994,2794,4795,3858
+,8051,6935,4093,6470,8615,3273
+,9704,2399,7069,4215,3326,1669
+,4395,4365,4575,3816,3840,9742
+,8027,2851,6604,3195,7387,7771
+,1499,6274,5161,6566,3148,207
+,3254,4374,2995,4001,7508,9668
+,2335,2561,9308,2047,5599,5485
+,8396,4559,2571,2753,8197,65
+,9148,1950,2921,197,7627,7992
+,8499,6823,8282,5191,3930,5911
+,227,646,3581,4020,4342,7855
+,9849,3762,1310,3078,5639,8743
-,743,0,0,0,0,0
+,2986,4939,4834,2369,1366,194
+,7595,8646,1181,2543,4940,4889
+,4656,2921,9742,7158,9507,6259
+,3355,1000,9487,2531,7884,6239
+,8178,3174,2233,6555,5218,4839
+,9951,8733,3591,5928,7118,6078
+,7052,6568,1825,4214,7202,9647
-,428,0,0,0,0,0
+,3307,1135,6006,4681,866,7041
+,5292,5793,5794,4934,7974,4647
+,1668,9559,1070,7179,9787,9948
+,5295,8760,1390,4395,5219,4055
-,161,0,0,0,0,0
+,8957,986,1638,6721,6956,6874
+,751,6052,792,6671,5276,3836
+,7867,5778,6485,5748,2286,5033
+,9508,1446,2680,4868,6151,1192
+,9017,1345,4588,1383,849,9649
+,7067,7946,735,3321,1537,3437
-,897,0,0,0,0,0
-,659,0,0,0,0,0
+,3990,4588,573,2129,4497,3635
+,8147,6617,6082,5175,9666,6144
+,6941,2788,5465,3971,7728,1477
-,675,0,0,0,0,0
+,8577,6140,4372,980,257,2028
+,2176,4468,5985,0,4934,6012
+,6687,1385,1998,8581,4251,9633
+,7475,9969,4105,8924,2984,840
-,182,0,0,0,0,0
-,248,0,0,0,0,0
+,9226,6932,5072,3046,7084,1159
+,5781,259,2307,7959,824,1519
+,8427,4912,4906,2842,1826,6790
+,2417,4292,2700,4995,5387,1354
+,4231,5983,9033,5323,4759,9127
+,4566,5723,5712,6658,2073,249
+,8413,6737,1710,2449,2275,8929
+,290,5330,9809,211,2629,2146
+,6508,3648,3174,4240,4488,4920
+,1627,919,3142,9024,8908,8654
+,3862,493,4611,6046,684,6390
+,8618,8093,9968,2558,4182,4160
+,8284,5510,1725,5102,4700,2935
+,6162,6591,167,9390,5374,8202
+,5961,460,2301,2084,7080,8659
+,7165,8260,9507,6501,2161,4620
+,9318,2588,1811,5460,93,7441
+,3972,2398,8339,7577,3683,8006
+,7170,5498,6331,3788,5095,8398
+,6122,637,4540,2838,7119,2647
+,3106,5607,9137,9274,5948,550
+,125,1911,1540,3856,6055,2194
+,7109,7272,4132,6223,1378,987
+,8431,4269,9203,7717,3455,8383
+,9644,2709,7800,1078,2981,6856
+,6432,3438,9492,5406,3905,501
+,1772,5548,4143,4457,7495,6104
+,6459,2045,1987,20,6099,6258
-,621,0,0,0,0,0
+,714,3266,868,2174,8020,2328
+,6953,3830,7736,6946,4660,5834
+,3182,2485,6808,836,2574,2761
+,397,6637,4010,3386,5937,3692
+,1872,7188,3279,2242,1950,8994
+,9307,9629,499,69,4865,2863
+,642,6353,9289,7498,2382,3367
+,857,6235,6773,5194,5851,7926
+,5663,7250,5036,3081,9355,6942
+,9305,7124,2175,7002,689,5903
-,108,0,0,0,0,0
+,928,4423,7278,7275,7104,1788
-,22,0,0,0,0,0
+,3468,6464,3052,766,9781,7639
+,3277,7459,8157,6737,8999,5457
+,6723,3646,2984,5853,2876,3790
+,3344,5301,730,4470,639,4216
+,5037,3537,7264,4886,2785,3235
+,7108,5630,4895,2979,9542,1719
